Year,Month,Region,Model,Units_Sold,Avg_Price_EUR,Revenue_EUR,BEV_Share,Premium_Share,GDP_Growth,Fuel_Price_Index,Date
2021,October,RestOfWorld,iX,9853,75803.0,746886959.0,0.096,6.19,3.94,1.16,2021-10-01
2021,October,RestOfWorld,MINI,11354,40955.0,465003070.0,0.082,6.19,3.94,1.16,2021-10-01
2021,November,Europe,3 Series,9109,47681.0,434326229.0,0.118,20.04,1.41,1.19,2021-11-01
2021,November,Europe,5 Series,3232,63841.0,206334112.0,0.08,20.04,1.41,1.19,2021-11-01
2021,November,Europe,X3,6395,57031.0,364713245.0,0.085,20.04,1.41,1.19,2021-11-01
2021,November,Europe,X5,2657,70567.0,187496519.0,0.105,20.04,1.41,1.19,2021-11-01
2021,November,Europe,X7,10389,93579.0,972192231.0,0.077,20.04,1.41,1.19,2021-11-01
2021,November,Europe,i4,11146,65355.0,728446830.0,0.084,20.04,1.41,1.19,2021-11-01
2021,November,Europe,iX,2793,73790.0,206095470.0,0.087,20.04,1.41,1.19,2021-11-01
2021,November,Europe,MINI,3804,43740.0,166386960.0,0.078,20.04,1.41,1.19,2021-11-01
2021,November,China,3 Series,9041,49254.0,445305414.0,0.091,19.36,4.0,1.13,2021-11-01
2021,November,China,5 Series,7339,63201.0,463832139.0,0.086,19.36,4.0,1.13,2021-11-01
2021,November,China,X3,5782,59446.0,343716772.0,0.114,19.36,4.0,1.13,2021-11-01
2021,November,China,X5,4250,70778.0,300806500.0,0.085,19.36,4.0,1.13,2021-11-01
2021,November,China,X7,5625,91749.0,516088125.0,0.105,19.36,4.0,1.13,2021-11-01
2021,November,China,i4,9939,64490.0,640966110.0,0.081,19.36,4.0,1.13,2021-11-01
2021,November,China,iX,3513,75263.0,264398919.0,0.101,19.36,4.0,1.13,2021-11-01
2021,November,China,MINI,6142,42371.0,260242682.0,0.089,19.36,4.0,1.13,2021-11-01
2021,November,USA,3 Series,9928,49613.0,492557864.0,0.107,19.36,2.37,1.18,2021-11-01
2021,November,USA,5 Series,3797,60110.0,228237670.0,0.109,19.36,2.37,1.18,2021-11-01
2021,November,USA,X3,7879,57755.0,455051645.0,0.092,19.36,2.37,1.18,2021-11-01
2021,November,USA,X5,9565,68577.0,655939005.0,0.09,19.36,2.37,1.18,2021-11-01
2021,November,USA,X7,12413,93226.0,1157214338.0,0.103,19.36,2.37,1.18,2021-11-01
2021,November,USA,i4,9517,66992.0,637562864.0,0.091,19.36,2.37,1.18,2021-11-01
2021,November,USA,iX,3534,74944.0,264852096.0,0.096,19.36,2.37,1.18,2021-11-01
2021,November,USA,MINI,4102,41872.0,171758944.0,0.099,19.36,2.37,1.18,2021-11-01
2021,November,RestOfWorld,3 Series,9875,47189.0,465991375.0,0.105,5.49,1.86,1.17,2021-11-01
2021,November,RestOfWorld,5 Series,8085,62125.0,502280625.0,0.089,5.49,1.86,1.17,2021-11-01
2021,November,RestOfWorld,X3,9930,57207.0,568065510.0,0.094,5.49,1.86,1.17,2021-11-01
2021,November,RestOfWorld,X5,4549,70293.0,319762857.0,0.098,5.49,1.86,1.17,2021-11-01
2021,November,RestOfWorld,X7,7685,92952.0,714336120.0,0.103,5.49,1.86,1.17,2021-11-01
2021,November,RestOfWorld,i4,6697,65716.0,440100052.0,0.091,5.49,1.86,1.17,2021-11-01
2021,November,RestOfWorld,iX,2785,76106.0,211955210.0,0.097,5.49,1.86,1.17,2021-11-01
2021,November,RestOfWorld,MINI,2980,40386.0,120350280.0,0.088,5.49,1.86,1.17,2021-11-01
2021,December,Europe,3 Series,8113,47321.0,383915273.0,0.1,19.94,2.8,1.2,2021-12-01
2021,December,Europe,5 Series,10196,60689.0,618785044.0,0.09,19.94,2.8,1.2,2021-12-01
2021,December,Europe,X3,9715,58256.0,565957040.0,0.078,19.94,2.8,1.2,2021-12-01
2021,December,Europe,X5,4690,68583.0,321654270.0,0.102,19.94,2.8,1.2,2021-12-01
2021,December,Europe,X7,10366,90115.0,934132090.0,0.089,19.94,2.8,1.2,2021-12-01
2021,December,Europe,i4,11914,63446.0,755895644.0,0.098,19.94,2.8,1.2,2021-12-01
2021,December,Europe,iX,4665,74808.0,348979320.0,0.085,19.94,2.8,1.2,2021-12-01
2021,December,Europe,MINI,6521,41047.0,267667487.0,0.109,19.94,2.8,1.2,2021-12-01
2021,December,China,3 Series,7276,49847.0,362686772.0,0.106,16.14,3.31,1.12,2021-12-01
2021,December,China,5 Series,7388,60386.0,446131768.0,0.11,16.14,3.31,1.12,2021-12-01
2021,December,China,X3,8749,56983.0,498544267.0,0.094,16.14,3.31,1.12,2021-12-01
2021,December,China,X5,9720,67351.0,654651720.0,0.098,16.14,3.31,1.12,2021-12-01
2021,December,China,X7,14353,91024.0,1306467472.0,0.095,16.14,3.31,1.12,2021-12-01
2021,December,China,i4,13473,64469.0,868590837.0,0.092,16.14,3.31,1.12,2021-12-01
2021,December,China,iX,8002,76169.0,609504338.0,0.081,16.14,3.31,1.12,2021-12-01
2021,December,China,MINI,14144,42549.0,601813056.0,0.082,16.14,3.31,1.12,2021-12-01
2021,December,USA,3 Series,13922,46973.0,653958106.0,0.093,14.85,2.49,1.15,2021-12-01
2021,December,USA,5 Series,8315,62644.0,520884860.0,0.094,14.85,2.49,1.15,2021-12-01
2021,December,USA,X3,4250,58681.0,249394250.0,0.1,14.85,2.49,1.15,2021-12-01
2021,December,USA,X5,6833,69672.0,476068776.0,0.09,14.85,2.49,1.15,2021-12-01
2021,December,USA,X7,13944,90129.0,1256758776.0,0.078,14.85,2.49,1.15,2021-12-01
2021,December,USA,i4,3712,64958.0,241124096.0,0.092,14.85,2.49,1.15,2021-12-01
2021,December,USA,iX,4801,75372.0,361860972.0,0.087,14.85,2.49,1.15,2021-12-01
2021,December,USA,MINI,11673,43731.0,510471963.0,0.106,14.85,2.49,1.15,2021-12-01
2021,December,RestOfWorld,3 Series,10135,47462.0,481027370.0,0.1,6.72,2.2,1.23,2021-12-01
2021,December,RestOfWorld,5 Series,6504,61632.0,400854528.0,0.102,6.72,2.2,1.23,2021-12-01
2021,December,RestOfWorld,X3,11515,59203.0,681722545.0,0.103,6.72,2.2,1.23,2021-12-01
2021,December,RestOfWorld,X5,6777,70354.0,476789058.0,0.085,6.72,2.2,1.23,2021-12-01
2021,December,RestOfWorld,X7,5042,92153.0,464635426.0,0.104,6.72,2.2,1.23,2021-12-01
2021,December,RestOfWorld,i4,4349,66510.0,289251990.0,0.105,6.72,2.2,1.23,2021-12-01
2021,December,RestOfWorld,iX,12430,74041.0,920329630.0,0.094,6.72,2.2,1.23,2021-12-01
2021,December,RestOfWorld,MINI,6283,43020.0,270294660.0,0.09,6.72,2.2,1.23,2021-12-01
2022,January,Europe,3 Series,9896,47858.0,473602768.0,0.118,19.71,3.87,1.23,2022-01-01
2022,January,Europe,5 Series,4913,62295.0,306055335.0,0.135,19.71,3.87,1.23,2022-01-01
2022,January,Europe,X3,2814,58541.0,164734374.0,0.122,19.71,3.87,1.23,2022-01-01
2022,January,Europe,X5,11430,69929.0,799288470.0,0.104,19.71,3.87,1.23,2022-01-01
2022,January,Europe,X7,5224,92568.0,483575232.0,0.123,19.71,3.87,1.23,2022-01-01
2022,January,Europe,i4,8918,64454.0,574800772.0,0.103,19.71,3.87,1.23,2022-01-01
2022,January,Europe,iX,4646,73981.0,343715726.0,0.107,19.71,3.87,1.23,2022-01-01
2022,January,Europe,MINI,6669,40950.0,273095550.0,0.122,19.71,3.87,1.23,2022-01-01
2022,January,China,3 Series,4972,48657.0,241922604.0,0.099,17.07,2.38,1.16,2022-01-01
2022,January,China,5 Series,9129,61566.0,562036014.0,0.119,17.07,2.38,1.16,2022-01-01
2022,January,China,X3,10453,56272.0,588211216.0,0.118,17.07,2.38,1.16,2022-01-01
2022,January,China,X5,4061,67397.0,273699217.0,0.117,17.07,2.38,1.16,2022-01-01
2022,January,China,X7,3968,93639.0,371559552.0,0.116,17.07,2.38,1.16,2022-01-01
2022,January,China,i4,4692,66986.0,314298312.0,0.123,17.07,2.38,1.16,2022-01-01
2022,January,China,iX,11285,74551.0,841308035.0,0.137,17.07,2.38,1.16,2022-01-01
2022,January,China,MINI,11898,43962.0,523059876.0,0.118,17.07,2.38,1.16,2022-01-01
2022,January,USA,3 Series,3228,48155.0,155444340.0,0.121,20.54,4.57,1.2,2022-01-01
2022,January,USA,5 Series,9007,63233.0,569539631.0,0.122,20.54,4.57,1.2,2022-01-01
2022,January,USA,X3,10062,56001.0,563482062.0,0.141,20.54,4.57,1.2,2022-01-01
2022,January,USA,X5,12475,69481.0,866775475.0,0.107,20.54,4.57,1.2,2022-01-01
2022,January,USA,X7,11508,91173.0,1049218884.0,0.133,20.54,4.57,1.2,2022-01-01
2022,January,USA,i4,10047,65920.0,662298240.0,0.118,20.54,4.57,1.2,2022-01-01
2022,January,USA,iX,11512,74221.0,854432152.0,0.122,20.54,4.57,1.2,2022-01-01
2022,January,USA,MINI,11258,40901.0,460463458.0,0.108,20.54,4.57,1.2,2022-01-01
2022,January,RestOfWorld,3 Series,6828,49022.0,334722216.0,0.119,5.55,2.5,1.2,2022-01-01
2022,January,RestOfWorld,5 Series,3242,62668.0,203169656.0,0.124,5.55,2.5,1.2,2022-01-01
2022,January,RestOfWorld,X3,11978,59900.0,717482200.0,0.126,5.55,2.5,1.2,2022-01-01
2022,January,RestOfWorld,X5,4351,68913.0,299840463.0,0.119,5.55,2.5,1.2,2022-01-01
2022,January,RestOfWorld,X7,10933,93791.0,1025417003.0,0.144,5.55,2.5,1.2,2022-01-01
2022,January,RestOfWorld,i4,4103,66996.0,274884588.0,0.122,5.55,2.5,1.2,2022-01-01
2022,January,RestOfWorld,iX,6091,75460.0,459626860.0,0.126,5.55,2.5,1.2,2022-01-01
2022,January,RestOfWorld,MINI,11956,41632.0,497752192.0,0.133,5.55,2.5,1.2,2022-01-01
2022,February,Europe,3 Series,3315,47759.0,158321085.0,0.108,19.66,3.28,1.23,2022-02-01
2022,February,Europe,5 Series,5389,63174.0,340444686.0,0.109,19.66,3.28,1.23,2022-02-01
2022,February,Europe,X3,5938,57763.0,342996694.0,0.123,19.66,3.28,1.23,2022-02-01
2022,February,Europe,X5,9330,70003.0,653127990.0,0.109,19.66,3.28,1.23,2022-02-01
2022,February,Europe,X7,10508,91705.0,963636140.0,0.125,19.66,3.28,1.23,2022-02-01
2022,February,Europe,i4,7076,63719.0,450875644.0,0.119,19.66,3.28,1.23,2022-02-01
2022,February,Europe,iX,5426,73283.0,397633558.0,0.136,19.66,3.28,1.23,2022-02-01
2022,February,Europe,MINI,8873,43903.0,389551319.0,0.122,19.66,3.28,1.23,2022-02-01
2022,February,China,3 Series,9317,49286.0,459197662.0,0.117,15.26,4.41,1.2,2022-02-01
2022,February,China,5 Series,9668,63861.0,617408148.0,0.128,15.26,4.41,1.2,2022-02-01
2022,February,China,X3,3715,58223.0,216298445.0,0.125,15.26,4.41,1.2,2022-02-01
2022,February,China,X5,7471,70188.0,524374548.0,0.127,15.26,4.41,1.2,2022-02-01
2022,February,China,X7,6104,90365.0,551587960.0,0.122,15.26,4.41,1.2,2022-02-01
2022,February,China,i4,7665,65704.0,503621160.0,0.106,15.26,4.41,1.2,2022-02-01
2022,February,China,iX,7791,76720.0,597725520.0,0.109,15.26,4.41,1.2,2022-02-01
2022,February,China,MINI,5727,43408.0,248597616.0,0.12,15.26,4.41,1.2,2022-02-01
2022,February,USA,3 Series,5853,46694.0,273299982.0,0.123,18.07,3.17,1.17,2022-02-01
2022,February,USA,5 Series,3643,60151.0,219130093.0,0.137,18.07,3.17,1.17,2022-02-01
2022,February,USA,X3,11998,56495.0,677827010.0,0.106,18.07,3.17,1.17,2022-02-01
2022,February,USA,X5,4945,67556.0,334064420.0,0.122,18.07,3.17,1.17,2022-02-01
2022,February,USA,X7,4311,90734.0,391154274.0,0.133,18.07,3.17,1.17,2022-02-01
2022,February,USA,i4,10645,66066.0,703272570.0,0.113,18.07,3.17,1.17,2022-02-01
2022,February,USA,iX,8536,76691.0,654634376.0,0.137,18.07,3.17,1.17,2022-02-01
2022,February,USA,MINI,10369,40154.0,416356826.0,0.138,18.07,3.17,1.17,2022-02-01
2022,February,RestOfWorld,3 Series,12628,48385.0,611005780.0,0.123,6.49,1.47,1.19,2022-02-01
2022,February,RestOfWorld,5 Series,8617,61716.0,531806772.0,0.119,6.49,1.47,1.19,2022-02-01
2022,February,RestOfWorld,X3,3496,56176.0,196391296.0,0.135,6.49,1.47,1.19,2022-02-01
2022,February,RestOfWorld,X5,6668,69878.0,465946504.0,0.124,6.49,1.47,1.19,2022-02-01
2022,February,RestOfWorld,X7,12059,93426.0,1126624134.0,0.132,6.49,1.47,1.19,2022-02-01
2022,February,RestOfWorld,i4,6685,64331.0,430052735.0,0.118,6.49,1.47,1.19,2022-02-01
2022,February,RestOfWorld,iX,10119,75349.0,762456531.0,0.122,6.49,1.47,1.19,2022-02-01
2022,February,RestOfWorld,MINI,10119,42959.0,434702121.0,0.126,6.49,1.47,1.19,2022-02-01
2022,March,Europe,3 Series,3256,46859.0,152572904.0,0.136,14.44,2.63,1.2,2022-03-01
2022,March,Europe,5 Series,10510,60147.0,632144970.0,0.117,14.44,2.63,1.2,2022-03-01
2022,March,Europe,X3,6422,56537.0,363080614.0,0.113,14.44,2.63,1.2,2022-03-01
2022,March,Europe,X5,7012,67300.0,471907600.0,0.111,14.44,2.63,1.2,2022-03-01
2022,March,Europe,X7,3970,91163.0,361917110.0,0.111,14.44,2.63,1.2,2022-03-01
2022,March,Europe,i4,9024,63555.0,573520320.0,0.094,14.44,2.63,1.2,2022-03-01
2022,March,Europe,iX,10531,75657.0,796743867.0,0.11,14.44,2.63,1.2,2022-03-01
2022,March,Europe,MINI,11786,43887.0,517252182.0,0.128,14.44,2.63,1.2,2022-03-01
2022,March,China,3 Series,4680,49339.0,230906520.0,0.127,17.85,3.96,1.21,2022-03-01
2022,March,China,5 Series,12306,61535.0,757249710.0,0.135,17.85,3.96,1.21,2022-03-01
2022,March,China,X3,13267,57532.0,763277044.0,0.101,17.85,3.96,1.21,2022-03-01
2022,March,China,X5,13464,68157.0,917665848.0,0.129,17.85,3.96,1.21,2022-03-01
2022,March,China,X7,5539,91757.0,508242023.0,0.13,17.85,3.96,1.21,2022-03-01
2022,March,China,i4,6926,64094.0,443915044.0,0.115,17.85,3.96,1.21,2022-03-01
2022,March,China,iX,8716,76226.0,664385816.0,0.116,17.85,3.96,1.21,2022-03-01
2022,March,China,MINI,11088,40815.0,452556720.0,0.129,17.85,3.96,1.21,2022-03-01
2022,March,USA,3 Series,4817,49364.0,237786388.0,0.125,15.92,4.37,1.17,2022-03-01
2022,March,USA,5 Series,4351,63342.0,275601042.0,0.112,15.92,4.37,1.17,2022-03-01
2022,March,USA,X3,10576,59911.0,633618736.0,0.126,15.92,4.37,1.17,2022-03-01
2022,March,USA,X5,5101,67471.0,344169571.0,0.101,15.92,4.37,1.17,2022-03-01
2022,March,USA,X7,6702,91037.0,610129974.0,0.126,15.92,4.37,1.17,2022-03-01
2022,March,USA,i4,7666,64829.0,496979114.0,0.119,15.92,4.37,1.17,2022-03-01
2022,March,USA,iX,3527,75569.0,266531863.0,0.121,15.92,4.37,1.17,2022-03-01
2022,March,USA,MINI,5465,41680.0,227781200.0,0.111,15.92,4.37,1.17,2022-03-01
2022,March,RestOfWorld,3 Series,14244,48153.0,685891332.0,0.108,5.96,3.58,1.22,2022-03-01
2022,March,RestOfWorld,5 Series,9491,60213.0,571481583.0,0.123,5.96,3.58,1.22,2022-03-01
2022,March,RestOfWorld,X3,12058,56865.0,685678170.0,0.121,5.96,3.58,1.22,2022-03-01
2022,March,RestOfWorld,X5,4032,67391.0,271720512.0,0.121,5.96,3.58,1.22,2022-03-01
2022,March,RestOfWorld,X7,8909,92942.0,828020278.0,0.131,5.96,3.58,1.22,2022-03-01
2022,March,RestOfWorld,i4,11451,65888.0,754483488.0,0.135,5.96,3.58,1.22,2022-03-01
2022,March,RestOfWorld,iX,6242,73739.0,460278838.0,0.113,5.96,3.58,1.22,2022-03-01
2022,March,RestOfWorld,MINI,4983,40468.0,201652044.0,0.116,5.96,3.58,1.22,2022-03-01
2022,April,Europe,3 Series,7506,47777.0,358614162.0,0.132,14.59,2.48,1.22,2022-04-01
2022,April,Europe,5 Series,10239,60853.0,623073867.0,0.12,14.59,2.48,1.22,2022-04-01
2022,April,Europe,X3,6630,58952.0,390851760.0,0.118,14.59,2.48,1.22,2022-04-01
2022,April,Europe,X5,8419,68269.0,574756711.0,0.129,14.59,2.48,1.22,2022-04-01
2022,April,Europe,X7,11031,93446.0,1030802826.0,0.099,14.59,2.48,1.22,2022-04-01
2022,April,Europe,i4,11777,66461.0,782711197.0,0.117,14.59,2.48,1.22,2022-04-01
2022,April,Europe,iX,4447,74586.0,331683942.0,0.114,14.59,2.48,1.22,2022-04-01
2022,April,Europe,MINI,11261,41271.0,464752731.0,0.122,14.59,2.48,1.22,2022-04-01
2022,April,China,3 Series,12227,46824.0,572517048.0,0.112,17.2,2.43,1.18,2022-04-01
2022,April,China,5 Series,3463,62399.0,216087737.0,0.119,17.2,2.43,1.18,2022-04-01
2022,April,China,X3,8974,57016.0,511661584.0,0.117,17.2,2.43,1.18,2022-04-01
2022,April,China,X5,10477,68961.0,722504397.0,0.115,17.2,2.43,1.18,2022-04-01
2022,April,China,X7,11401,90529.0,1032121129.0,0.132,17.2,2.43,1.18,2022-04-01
2022,April,China,i4,10184,65276.0,664770784.0,0.118,17.2,2.43,1.18,2022-04-01
2022,April,China,iX,10526,76068.0,800691768.0,0.13,17.2,2.43,1.18,2022-04-01
2022,April,China,MINI,7444,42669.0,317628036.0,0.123,17.2,2.43,1.18,2022-04-01
2022,April,USA,3 Series,2987,46138.0,137814206.0,0.122,20.19,4.21,1.15,2022-04-01
2022,April,USA,5 Series,2865,63257.0,181231305.0,0.117,20.19,4.21,1.15,2022-04-01
2022,April,USA,X3,6102,57624.0,351621648.0,0.102,20.19,4.21,1.15,2022-04-01
2022,April,USA,X5,9419,67740.0,638043060.0,0.121,20.19,4.21,1.15,2022-04-01
2022,April,USA,X7,7934,93381.0,740884854.0,0.136,20.19,4.21,1.15,2022-04-01
2022,April,USA,i4,8872,65880.0,584487360.0,0.119,20.19,4.21,1.15,2022-04-01
2022,April,USA,iX,7859,74553.0,585912027.0,0.11,20.19,4.21,1.15,2022-04-01
2022,April,USA,MINI,7077,42159.0,298359243.0,0.118,20.19,4.21,1.15,2022-04-01
2022,April,RestOfWorld,3 Series,8382,47273.0,396242286.0,0.122,5.5,3.93,1.27,2022-04-01
2022,April,RestOfWorld,5 Series,6198,63659.0,394558482.0,0.131,5.5,3.93,1.27,2022-04-01
2022,April,RestOfWorld,X3,3863,59029.0,228029027.0,0.119,5.5,3.93,1.27,2022-04-01
2022,April,RestOfWorld,X5,8077,68926.0,556715302.0,0.124,5.5,3.93,1.27,2022-04-01
2022,April,RestOfWorld,X7,6021,90253.0,543413313.0,0.117,5.5,3.93,1.27,2022-04-01
2022,April,RestOfWorld,i4,8306,63328.0,526002368.0,0.119,5.5,3.93,1.27,2022-04-01
2022,April,RestOfWorld,iX,5898,76891.0,453503118.0,0.106,5.5,3.93,1.27,2022-04-01
2022,April,RestOfWorld,MINI,5737,41192.0,236318504.0,0.122,5.5,3.93,1.27,2022-04-01
2022,May,Europe,3 Series,9876,49426.0,488131176.0,0.11,15.41,2.6,1.18,2022-05-01
2022,May,Europe,5 Series,11646,61166.0,712339236.0,0.137,15.41,2.6,1.18,2022-05-01
2022,May,Europe,X3,6727,56899.0,382759573.0,0.116,15.41,2.6,1.18,2022-05-01
2022,May,Europe,X5,9207,70691.0,650852037.0,0.11,15.41,2.6,1.18,2022-05-01
2022,May,Europe,X7,7465,91260.0,681255900.0,0.12,15.41,2.6,1.18,2022-05-01
2022,May,Europe,i4,9448,64008.0,604747584.0,0.121,15.41,2.6,1.18,2022-05-01
2022,May,Europe,iX,7250,75682.0,548694500.0,0.116,15.41,2.6,1.18,2022-05-01
2022,May,Europe,MINI,10438,40989.0,427843182.0,0.125,15.41,2.6,1.18,2022-05-01
2022,May,China,3 Series,10069,48400.0,487339600.0,0.105,17.96,2.59,1.24,2022-05-01
2022,May,China,5 Series,10840,62571.0,678269640.0,0.111,17.96,2.59,1.24,2022-05-01
2022,May,China,X3,6818,59383.0,404873294.0,0.118,17.96,2.59,1.24,2022-05-01
2022,May,China,X5,2764,67196.0,185729744.0,0.128,17.96,2.59,1.24,2022-05-01
2022,May,China,X7,3593,91388.0,328357084.0,0.118,17.96,2.59,1.24,2022-05-01
2022,May,China,i4,5229,63569.0,332402301.0,0.107,17.96,2.59,1.24,2022-05-01
2022,May,China,iX,5465,74204.0,405524860.0,0.118,17.96,2.59,1.24,2022-05-01
2022,May,China,MINI,3238,40070.0,129746660.0,0.111,17.96,2.59,1.24,2022-05-01
2022,May,USA,3 Series,9597,46220.0,443573340.0,0.112,20.51,4.02,1.22,2022-05-01
2022,May,USA,5 Series,6560,60181.0,394787360.0,0.109,20.51,4.02,1.22,2022-05-01
2022,May,USA,X3,7343,59681.0,438237583.0,0.11,20.51,4.02,1.22,2022-05-01
2022,May,USA,X5,7124,70010.0,498751240.0,0.103,20.51,4.02,1.22,2022-05-01
2022,May,USA,X7,3268,91533.0,299129844.0,0.125,20.51,4.02,1.22,2022-05-01
2022,May,USA,i4,11615,63104.0,732952960.0,0.127,20.51,4.02,1.22,2022-05-01
2022,May,USA,iX,4784,73428.0,351279552.0,0.136,20.51,4.02,1.22,2022-05-01
2022,May,USA,MINI,11837,41230.0,488039510.0,0.105,20.51,4.02,1.22,2022-05-01
2022,May,RestOfWorld,3 Series,12296,49801.0,612353096.0,0.107,5.46,3.43,1.19,2022-05-01
2022,May,RestOfWorld,5 Series,11120,62415.0,694054800.0,0.119,5.46,3.43,1.19,2022-05-01
2022,May,RestOfWorld,X3,2926,57193.0,167346718.0,0.121,5.46,3.43,1.19,2022-05-01
2022,May,RestOfWorld,X5,11280,70161.0,791416080.0,0.114,5.46,3.43,1.19,2022-05-01
2022,May,RestOfWorld,X7,8581,90432.0,775996992.0,0.111,5.46,3.43,1.19,2022-05-01
2022,May,RestOfWorld,i4,3548,65246.0,231492808.0,0.138,5.46,3.43,1.19,2022-05-01
2022,May,RestOfWorld,iX,5066,73926.0,374509116.0,0.117,5.46,3.43,1.19,2022-05-01
2022,May,RestOfWorld,MINI,8285,42607.0,352998995.0,0.121,5.46,3.43,1.19,2022-05-01
2022,June,Europe,3 Series,11232,48958.0,549896256.0,0.133,20.37,3.07,1.12,2022-06-01
2022,June,Europe,5 Series,12573,63523.0,798674679.0,0.124,20.37,3.07,1.12,2022-06-01
2022,June,Europe,X3,8713,59285.0,516550205.0,0.124,20.37,3.07,1.12,2022-06-01
2022,June,Europe,X5,11700,68137.0,797202900.0,0.119,20.37,3.07,1.12,2022-06-01
2022,June,Europe,X7,14100,91334.0,1287809400.0,0.112,20.37,3.07,1.12,2022-06-01
2022,June,Europe,i4,9964,64847.0,646135508.0,0.12,20.37,3.07,1.12,2022-06-01
2022,June,Europe,iX,11520,76926.0,886187520.0,0.118,20.37,3.07,1.12,2022-06-01
2022,June,Europe,MINI,7166,43155.0,309248730.0,0.123,20.37,3.07,1.12,2022-06-01
2022,June,China,3 Series,8535,48253.0,411839355.0,0.132,17.29,1.14,1.2,2022-06-01
2022,June,China,5 Series,8201,62467.0,512291867.0,0.136,17.29,1.14,1.2,2022-06-01
2022,June,China,X3,4148,57729.0,239459892.0,0.118,17.29,1.14,1.2,2022-06-01
2022,June,China,X5,11048,67054.0,740812592.0,0.113,17.29,1.14,1.2,2022-06-01
2022,June,China,X7,6824,90452.0,617244448.0,0.107,17.29,1.14,1.2,2022-06-01
2022,June,China,i4,11133,64545.0,718579485.0,0.119,17.29,1.14,1.2,2022-06-01
2022,June,China,iX,4781,76476.0,365631756.0,0.133,17.29,1.14,1.2,2022-06-01
2022,June,China,MINI,14670,42651.0,625690170.0,0.11,17.29,1.14,1.2,2022-06-01
2022,June,USA,3 Series,8185,49516.0,405288460.0,0.119,19.36,3.11,1.21,2022-06-01
2022,June,USA,5 Series,7228,61701.0,445974828.0,0.109,19.36,3.11,1.21,2022-06-01
2022,June,USA,X3,12120,59875.0,725685000.0,0.118,19.36,3.11,1.21,2022-06-01
2022,June,USA,X5,9852,70691.0,696447732.0,0.129,19.36,3.11,1.21,2022-06-01
2022,June,USA,X7,10765,90126.0,970206390.0,0.131,19.36,3.11,1.21,2022-06-01
2022,June,USA,i4,8223,64847.0,533236881.0,0.104,19.36,3.11,1.21,2022-06-01
2022,June,USA,iX,14382,73024.0,1050231168.0,0.121,19.36,3.11,1.21,2022-06-01
2022,June,USA,MINI,13363,43588.0,582466444.0,0.114,19.36,3.11,1.21,2022-06-01
2022,June,RestOfWorld,3 Series,10131,48284.0,489165204.0,0.126,5.57,3.24,1.17,2022-06-01
2022,June,RestOfWorld,5 Series,4817,63497.0,305865049.0,0.129,5.57,3.24,1.17,2022-06-01
2022,June,RestOfWorld,X3,8466,57176.0,484052016.0,0.11,5.57,3.24,1.17,2022-06-01
2022,June,RestOfWorld,X5,8417,67997.0,572330749.0,0.099,5.57,3.24,1.17,2022-06-01
2022,June,RestOfWorld,X7,8101,92156.0,746555756.0,0.111,5.57,3.24,1.17,2022-06-01
2022,June,RestOfWorld,i4,8072,64207.0,518278904.0,0.109,5.57,3.24,1.17,2022-06-01
2022,June,RestOfWorld,iX,13081,73372.0,959779132.0,0.112,5.57,3.24,1.17,2022-06-01
2022,June,RestOfWorld,MINI,9998,43670.0,436612660.0,0.135,5.57,3.24,1.17,2022-06-01
2022,July,Europe,3 Series,11911,47040.0,560293440.0,0.12,20.56,3.52,1.24,2022-07-01
2022,July,Europe,5 Series,7318,62990.0,460960820.0,0.126,20.56,3.52,1.24,2022-07-01
2022,July,Europe,X3,11649,57552.0,670423248.0,0.139,20.56,3.52,1.24,2022-07-01
2022,July,Europe,X5,8602,68396.0,588342392.0,0.115,20.56,3.52,1.24,2022-07-01
2022,July,Europe,X7,12181,93619.0,1140373039.0,0.14,20.56,3.52,1.24,2022-07-01
2022,July,Europe,i4,9647,63428.0,611889916.0,0.143,20.56,3.52,1.24,2022-07-01
2022,July,Europe,iX,6340,74992.0,475449280.0,0.145,20.56,3.52,1.24,2022-07-01
2022,July,Europe,MINI,5046,40306.0,203384076.0,0.12,20.56,3.52,1.24,2022-07-01
2022,July,China,3 Series,3428,46343.0,158863804.0,0.104,14.63,2.69,1.18,2022-07-01
2022,July,China,5 Series,8403,60208.0,505927824.0,0.134,14.63,2.69,1.18,2022-07-01
2022,July,China,X3,7699,58318.0,448990282.0,0.111,14.63,2.69,1.18,2022-07-01
2022,July,China,X5,3637,68723.0,249945551.0,0.101,14.63,2.69,1.18,2022-07-01
2022,July,China,X7,4834,91388.0,441769592.0,0.134,14.63,2.69,1.18,2022-07-01
2022,July,China,i4,3829,66731.0,255512999.0,0.121,14.63,2.69,1.18,2022-07-01
2022,July,China,iX,6269,74545.0,467322605.0,0.126,14.63,2.69,1.18,2022-07-01
2022,July,China,MINI,3798,42426.0,161133948.0,0.113,14.63,2.69,1.18,2022-07-01
2022,July,USA,3 Series,10314,47968.0,494741952.0,0.13,20.77,0.1,1.22,2022-07-01
2022,July,USA,5 Series,3711,61105.0,226760655.0,0.133,20.77,0.1,1.22,2022-07-01
2022,July,USA,X3,4258,57425.0,244515650.0,0.112,20.77,0.1,1.22,2022-07-01
2022,July,USA,X5,9739,69440.0,676276160.0,0.134,20.77,0.1,1.22,2022-07-01
2022,July,USA,X7,9954,93539.0,931087206.0,0.128,20.77,0.1,1.22,2022-07-01
